생태구역,정점명,개략위치 설명 ,위도,경도
대한해협 생태구,BK1408,낙동강 하구둑 동방,35.10416666666667,128.95222222222222
대한해협 생태구,BK1409,을숙도 동방,35.09388888888889,128.95027777777776
대한해협 생태구,BK1410,을숙도대교 동방,35.08611111111112,128.94694444444443
대한해협 생태구,BK1411,맹금머리등 북방,35.0775,128.94416666666666
대한해협 생태구,BK1412,장자도 북동방,35.06222222222222,128.92527777777778
대한해협 생태구,BK1413,신자도 동남방,35.04472222222222,128.91972222222222
대한해협 생태구,BK1414, 해운대해수욕장 앞,35.14722222222222,129.16944444444442
대한해협 생태구,BK1415,수영강 하구,35.14805555555556,129.14055555555555
대한해협 생태구,BK1416,광안리해수욕장 앞,35.14611111111111,129.1263888888889
대한해협 생태구,BK1417, 부산항외항,35.08583333333333,129.0927777777778
대한해협 생태구,BK1418, 영도 남방,35.0475,129.04583333333332
대한해협 생태구,BK1419, 감천항 입구,35.03472222222222,129.01222222222222
대한해협 생태구,BK1420,오륙도 서남방,35.07222222222222,129.12055555555557
대한해협 생태구,BK1421,영도 동북방,35.098888888888894,129.07638888888889
대한해협 생태구,BK1422,남항대교 남방,35.07222222222222,129.03305555555556
대한해협 생태구,BK1423,암남공원 서남방,35.052499999999995,129.00722222222225
대한해협 생태구,BK1424,다대포항 입구,35.04833333333333,128.98833333333332
대한해협 생태구,BK1425,오륙도 SK뷰 서방,35.10027777777778,129.11305555555555
대한해협 생태구,BK1426, 용호만,35.135555555555555,129.11666666666667
대한해협 생태구,BK1427, 수영강 입구,35.159166666666664,129.13527777777776
대한해협 생태구,BK1428, 이기대 동쪽,35.11805555555556,129.13805555555555
대한해협 생태구,BK1429, 수영만 동쪽,35.13361111111111,129.13805555555555
대한해협 생태구,BK1430, 수영만 남쪽,35.13361111111111,129.155
대한해협 생태구,BK1501,온산면 처용리 앞,35.45333333333333,129.35805555555555
대한해협 생태구,BK1502,진하해수욕장 앞,35.38,129.3575
대한해협 생태구,BK1503,온산항 내 서남방,35.44083333333333,129.35888888888888
대한해협 생태구,BK1504,온산항 내 북동방,35.44555555555555,129.36249999999998
대한해협 생태구,BK1505,온산항 입구,35.450833333333335,129.36583333333334
대한해협 생태구,BK1506,울산신항 동방,35.45638888888889,129.37555555555556
대한해협 생태구,BK1507,온산 이진리 북동방,35.43888888888888,129.37194444444447
대한해협 생태구,BK1508,온산 이진리 동방,35.43472222222222,129.37416666666667
대한해협 생태구,BK1509,남구 용연동 동남방,35.44499999999999,129.4077777777778
대한해협 생태구,BK1510,화암추 북서방,35.47805555555556,129.3986111111111
대한해협 생태구,BK1511,태화강 입구,35.51972222222222,129.385
대한해협 생태구,BK1512,방어진항앞(관정말 앞),35.49277777777778,129.39666666666665
대한해협 생태구,BK1513,울산대교 남방,35.51111111111111,129.39166666666665
대한해협 생태구,BK1514, 장생포고래박물관 남방,35.49944444444444,129.38305555555556
대한해협 생태구,BK1515,장생포항 남방,35.49888888888889,129.37166666666667
대한해협 생태구,BK1516,울산만 하구 입구,35.45805555555556,129.39666666666665
대한해협 생태구,BK1517,온산항 북동방,35.448611111111106,129.38333333333333
대한해협 생태구,BK1518,외황강 입구,35.46111111111112,129.3513888888889
대한해협 생태구,BK1519,온산항 남동방,35.421388888888885,129.3711111111111
동해 생태구,BE1601,형산강 하구,36.04138888888889,129.39249999999998
동해 생태구,BE1602,냉천 도류제 입구,36.0125,129.42999999999998
동해 생태구,BE1603,도구 해수욕장 앞,36.007777777777775,129.43833333333333
동해 생태구,BE1604,임곡방파제 앞,36.00666666666667,129.44666666666666
동해 생태구,BE1605,중흥동 앞,36.02944444444445,129.46972222222223
동해 생태구,BE1606,신항 북동방 중앙부,36.04055555555556,129.4511111111111
동해 생태구,BE1607,신항 동방 중앙부,36.05333333333333,129.43194444444444
동해 생태구,BE1608,환여동 동남방,36.06027777777778,129.4186111111111
동해 생태구,BE1609,죽천동 동방,36.08805555555556,129.45
동해 생태구,BE1610,대동배 서방 만 중앙,36.07694444444445,129.48
동해 생태구,BE1611,대동배 앞,36.06555555555556,129.5127777777778
동해 생태구,BE1801,왕피천하구 말단,36.97138888888889,129.41611111111112
동해 생태구,BE1901,삼척오십천하구 말단,37.430277777777775,129.19444444444446
동해 생태구,BE2001,강릉남대천하구 말단,37.7675,128.95666666666665
동해 생태구,BE2101,양양남대천하구 말단,38.10805555555556,128.64777777777778
서해중부 생태구,CC2201,대난지도 동방,37.05222222222222,126.47555555555556
서해중부 생태구,CC2202,대난지도 서방,37.04472222222222,126.37888888888888
서해중부 생태구,CC2203,풍도 남서방,37.07916666666667,126.3736111111111
서해중부 생태구,CC2204,장안서 서방,37.074444444444445,126.20777777777778
서해중부 생태구,CC2205,가로림만 입구,36.99,126.31333333333332
서해중부 생태구,CC2206,안도 등대 남동방,36.94166666666666,126.2
서해중부 생태구,CC2207,태안 내리 북방,37.03305555555556,126.26083333333334
서해중부 생태구,CC2208,원북면 향촌리 서방,36.880833333333335,126.09472222222222
서해중부 생태구,CC2209,만리포해수욕장 앞,36.79,126.14111111111112
서해중부 생태구,CC2210,거아도 북방,36.63305555555556,126.23472222222222
서남해역 생태구,CW2301,위도 남동방,35.5,126.39166666666668
서남해역 생태구,CW2302,계마항 서방,35.38972222222222,126.3775
서남해역 생태구,CW2303,칠선도 동방,35.333333333333336,126.3
서남해역 생태구,CW2304,망운면 탄도 서방,35.01111111111111,126.28916666666666
서남해역 생태구,CW2305,매화도 남방,34.87888888888889,126.23805555555556
서남해역 생태구,CW2306,압해도 서남방,34.80611111111111,126.26777777777778
서남해역 생태구,CW2307,안좌도 동방,34.719166666666666,126.22638888888888
서남해역 생태구,CW2308,진도 서북방,34.59583333333334,126.22638888888888
서남해역 생태구,CW2309,진도 동방,34.48722222222222,126.42694444444444
서남해역 생태구,CW2310,진도 동남방,34.34777777777778,126.3938888888889
서남해역 생태구,CW2311,진도 남방,34.34138888888889,126.3022222222222
서남해역 생태구,CW2312,조약도 북방,34.42777777777778,126.8647222222222
서남해역 생태구,CW2313,완도항 동방,34.31888888888889,126.78305555555556
서남해역 생태구,CW2314,죽청리 동방,34.35333333333333,126.75888888888888
서남해역 생태구,CW2315,신지도 북방,34.367777777777775,126.8561111111111
서남해역 생태구,CW2316,완도 남방,34.24444444444445,126.7388888888889
서남해역 생태구,CW2317,조약도 동방,34.38944444444444,127.0
서남해역 생태구,CW2318,거금도 동북방,34.5,127.24333333333334
서남해역 생태구,CW2319,거금도 남방,34.331388888888895,127.21611111111112
서남해역 생태구,CW2320,외나로도 서남방,34.404444444444444,127.40166666666669
서남해역 생태구,CW2321,내나로도 동방,34.509166666666665,127.595
서남해역 생태구,CW2322,내나로도 봉남 남방,34.47833333333333,127.47916666666669
서남해역 생태구,CW2323,내나로도 동측 연안,34.522777777777776,127.49166666666667
서남해역 생태구,CW2324,외나로도(대항도 북방),34.45888888888889,127.5475
서남해역 생태구,CW2325,외나로도(대항도 남방),34.4225,127.5475
대한해협 생태구,CK2401,돌산도 동방,34.690555555555555,127.845
대한해협 생태구,CK2402,돌산도 백포 연안,34.62,127.80694444444444
대한해협 생태구,CK2403,금오도 동방,34.53805555555555,127.88444444444444
대한해협 생태구,CK2404,남해 상주 남방,34.63777777777778,127.9327777777778
대한해협 생태구,CK2405,남해 미조 동남방,34.61611111111111,128.06666666666666
대한해협 생태구,CK2406,상주해수욕장,34.71361111111111,127.99083333333331
대한해협 생태구,CK2407,대두리도 동방,34.55888888888889,127.78194444444443
대한해협 생태구,CK2408,창선도 창호포 입구 ,34.904444444444444,128.0513888888889
대한해협 생태구,CK2409,신수도 동방,34.90888888888889,128.1
대한해협 생태구,CK2410,수우도 북방,34.875,128.125
대한해협 생태구,CK2411,삼천포화력발전소 앞,34.89277777777778,128.12444444444446
대한해협 생태구,CK2412,고성만 중앙부,34.927499999999995,128.31472222222223
대한해협 생태구,CK2413,자란만 중앙부,34.909444444444446,128.22333333333333
대한해협 생태구,CK2414,누은섬(와도) 동남방,34.875,128.25
대한해협 생태구,CK2415,남해도 동방,34.77361111111111,128.13166666666666
대한해협 생태구,CK2416,추도 북방,34.80972222222222,128.29472222222222
대한해협 생태구,CK2417,추도서남방(율포만),34.7175,128.25
대한해협 생태구,CK2418,한산도 서방,34.76638888888889,128.44305555555556
대한해협 생태구,CK2419,연화도 동북방,34.666666666666664,128.39277777777778
대한해협 생태구,CK2420,학림도 동방,34.75,128.43166666666664
대한해협 생태구,CK2421,거제대교 남방,34.85638888888889,128.4597222222222
대한해협 생태구,CK2422,방화도 서방,34.83305555555556,128.4463888888889
대한해협 생태구,CK2423,해저터널 서방,34.83027777777778,128.4
대한해협 생태구,CK2424,장구도 동남방,34.85777777777778,128.3536111111111
대한해협 생태구,CK2425,거제만내,34.81333333333333,128.55805555555557
대한해협 생태구,CK2426,한산도 동방,34.780833333333334,128.52
대한해협 생태구,CK2427,저구리만 외측,34.72277777777778,128.5402777777778
대한해협 생태구,CK2428,거제도 남방,34.67388888888889,128.64277777777778
대한해협 생태구,CK2429,옥포항 앞,34.909444444444446,128.73333333333332
대한해협 생태구,CK2430,거제도 망치포내,34.79861111111111,128.6797222222222
대한해협 생태구,CK2431,거제 일운면 동남방,34.76805555555556,128.77444444444447
대한해협 생태구,CK2432,거제 능포앞,34.87916666666667,128.75027777777777
대한해협 생태구,CK2433,목도 서방,34.97638888888889,128.96666666666667
대한해협 생태구,CK2434,낙동강하구 (가덕도동방),35.0,128.90833333333333
대한해협 생태구,CK2435,문중리 남동방,35.28333333333333,129.2802777777778
대한해협 생태구,CK2436,송정해수욕장 앞,35.166666666666664,129.21666666666667
대한해협 생태구,CK2437,임랑해수욕장 동남방,35.3,129.29166666666666
대한해협 생태구,CK2438,일광해수욕장 앞,35.265,129.25222222222223
대한해협 생태구,CK2439,진하해수욕장 동방,35.3675,129.4077777777778
대한해협 생태구,CK2440,진하동 (현대중공업 앞),35.52055555555555,129.47666666666666
대한해협 생태구,CK2441,감포항 입구,35.79805555555556,129.51083333333332
대한해협 생태구,CK2442,송대말 등대 동방,35.815555555555555,129.53055555555557
대한해협 생태구,CK2443,나아리 동방,35.7075,129.48833333333332
대한해협 생태구,CK2444,문무대왕릉 북동방,35.74638888888889,129.50055555555556
동해 생태구,CE2501,구룡포항 입구,35.98305555555556,129.5638888888889
동해 생태구,CE2502,구룡포항 북동방,35.99777777777778,129.58805555555557
동해 생태구,CE2503,영일신항예정지북동방,36.13444444444444,129.48333333333332
동해 생태구,CE2504,화진포해수욕장 동방,36.24916666666667,129.3972222222222
동해 생태구,CE2505,월포해수욕장 동방,36.20166666666667,129.40027777777777
동해 생태구,CE2506,금진리 동방,36.38055555555555,129.42055555555555
동해 생태구,CE2507,강구항 동남방,36.35,129.39749999999998
동해 생태구,CE2508,축산항 입구,36.513333333333335,129.45638888888888
동해 생태구,CE2509,사진리 동방,36.53444444444444,129.4997222222222
동해 생태구,CE2510,후포항 남방,36.6475,129.45888888888888
동해 생태구,CE2511,후포항 북동방,36.69444444444444,129.4836111111111
동해 생태구,CE2512,후정해수욕장 동방,37.08166666666667,129.42583333333332
동해 생태구,CE2513,덕천리 동방,37.09861111111111,129.39888888888888
동해 생태구,CE2514,왕피천 하구 동방,36.97472222222223,129.43138888888888
동해 생태구,CE2515,산포리 동방,36.946666666666665,129.43472222222223
동해 생태구,CE2516,나곡리 동방,37.12138888888889,129.40222222222224
동해 생태구,CE2517,부구리  동방,37.10944444444445,129.40222222222224
동해 생태구,CE2518,맹방해수욕장 동방,37.399166666666666,129.24749999999997
동해 생태구,CE2519,삼척 오십천 하구,37.43,129.20222222222222
동해 생태구,CE2520,근덕면 동방,37.42638888888889,129.21305555555554
동해 생태구,CE2521,임원항 동방,37.23333333333333,129.36694444444444
동해 생태구,CE2522,묵호항 동남방,37.535555555555554,129.135
동해 생태구,CE2523,동해항 동방,37.50305555555556,129.15472222222223
동해 생태구,CE2524,천곡항 동방,37.52333333333333,129.15222222222224
동해 생태구,CE2525,망상해수욕장 동방,37.61138888888889,129.11499999999998
동해 생태구,CE2526,강릉 남대천 하구,37.781666666666666,128.96166666666664
동해 생태구,CE2527,송정동 동방,37.78,128.95555555555555
동해 생태구,CE2528,안목항 동방,37.76972222222222,128.97611111111112
동해 생태구,CE2529,경포해수욕장 동방,37.80638888888888,128.93166666666664
동해 생태구,CE2530,정동진 동남방,37.66444444444444,129.08083333333332
동해 생태구,CE2531,등명 동방,37.71666666666667,129.03722222222223
동해 생태구,CE2532,안인항 동방,37.75083333333333,128.99527777777777
동해 생태구,CE2533,주문진항 입구,37.88583333333333,128.8375
동해 생태구,CE2534,주문진항 방파제 동방,37.88777777777778,128.84666666666666
동해 생태구,CE2535,등대 동방,37.89416666666666,128.85222222222222
동해 생태구,CE2536,소돌 동북방,37.91888888888889,128.8525
동해 생태구,CE2537,연곡해수욕장 동방,37.86111111111112,128.87416666666667
동해 생태구,CE2538,기사문단 남동방,38.0125,128.75027777777777
동해 생태구,CE2539,양양 남애리 동방,37.94972222222222,128.80166666666668
동해 생태구,CE2540,양양공항 동방,38.08111111111111,128.7086111111111
동해 생태구,CE2541,하조대해수욕장 동방,38.051944444444445,128.71305555555554
동해 생태구,CE2542,동명항 남방파제 남방,38.19972222222222,128.605
동해 생태구,CE2543,북측방파제 동방,38.21361111111111,128.61166666666665
동해 생태구,CE2544,등대 동북방,38.22083333333334,128.6136111111111
동해 생태구,CE2545,낙산해수욕장 동방,38.1175,128.66555555555556
동해 생태구,CE2546,북천 동방,38.40833333333333,128.50555555555556
동해 생태구,CE2547,자산천 하구 ,38.44027777777777,128.4597222222222
제주 생태구,CJ2601,제주항 서측,33.526944444444446,126.53277777777778
제주 생태구,CJ2602,이호해수욕장 서측,33.50055555555556,126.42777777777778
제주 생태구,CJ2603,제주항 동남방,33.53388888888889,126.56833333333331
제주 생태구,CJ2604,세화항 북측,33.5375,126.85555555555555
제주 생태구,CJ2605,다려도 외측,33.573888888888895,126.73277777777778
제주 생태구,CJ2606,함덕해수욕장 앞,33.56055555555555,126.66638888888887
제주 생태구,CJ2607,성산항 입구,33.480000000000004,126.93861111111111
제주 생태구,CJ2608,신양해수욕장 동남방,33.41138888888889,126.93861111111111
제주 생태구,CJ2609,태흥리 동남방,33.280833333333334,126.7675
제주 생태구,CJ2610,표선리 동방,33.32555555555556,126.86555555555556
제주 생태구,CJ2611,위미항 남방,33.2625,126.66111111111113
제주 생태구,CJ2612,중문해수욕장 앞,33.22944444444445,126.4125
제주 생태구,CJ2613,문섬 남방,33.22944444444445,126.56694444444445
제주 생태구,CJ2614,모슬포항 입구,33.2025,126.25166666666668
제주 생태구,CJ2615,화순항 서남방,33.22,126.3275
제주 생태구,CJ2616,모슬포항 서남방,33.23777777777778,126.20277777777778
제주 생태구,CJ2617,판포리 서북방,33.376111111111115,126.185
제주 생태구,CJ2618,곽지 해수욕장 서방,33.46305555555556,126.27444444444444
제주 생태구,CJ2619,신도리 앞,33.294444444444444,126.16
